"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSMUSG00000056091.12",0.14267297069082,0.0663245667433328,0.897,0.835,1
"ENSMUSG00000026878.17",0.391669581580821,0.0658764270428537,0.483,0.459,1
"ENSMUSG00000024667.12",0.265699840356108,0.0658600857653705,0.636,0.598,1
"ENSMUSG00000028455.15",0.86682901344266,0.0658411204960947,0.099,0.097,1
"ENSMUSG00000015950.13",0.179399858673398,0.0652839114533867,0.881,0.834,1
"ENSMUSG00000071562.6",0.0781309922016549,0.0652526654365321,0.682,0.604,1
"ENSMUSG00000066900.11",0.1066960247276,0.0651170380345616,0.16,0.126,1
"ENSMUSG00000016481.15",0.602047211697367,0.0649504353195798,0.21,0.193,1
"ENSMUSG00000031101.6",0.271589219929424,0.0649036613521456,0.164,0.14,1
"ENSMUSG00000063787.4",0.105003617080412,0.0644634192916616,0.208,0.169,1
"ENSMUSG00000024583.3",0.916146766872424,0.0641672546140559,0.217,0.214,1
"ENSMUSG00000031969.16",0.688160483439339,0.0640551484133631,0.107,0.1,1
"ENSMUSG00000062210.13",0.0837448811931411,0.0639654646689332,0.259,0.213,1
"ENSMUSG00000025173.13",0.317601655881311,0.0638316140751436,0.118,0.099,1
"ENSMUSG00000002204.9",0.188976342261391,0.0638312905962906,0.336,0.294,1
"ENSMUSG00000014226.10",0.371474991604134,0.0626055456132684,0.191,0.171,1
"ENSMUSG00000023952.13",0.833059874304206,0.0624834463081045,0.079,0.075,1
"ENSMUSG00000030894.5",0.413586267656334,0.0624136613750821,0.059,0.048,1
"ENSMUSG00000032504.15",0.718470965619882,0.0622572409728246,0.221,0.209,1
"ENSMUSG00000014554.13",0.188301539407124,0.0622561543184443,0.114,0.09,1
"ENSMUSG00000027677.17",0.506968035013034,0.0621185283537147,0.153,0.138,1
"ENSMUSG00000059040.5",0.185470426401646,0.0620960531706398,0.658,0.606,1
"ENSMUSG00000003316.14",0.353462839452225,0.0616467764423221,0.051,0.04,1
"ENSMUSG00000040112.9",0.452924292845447,0.0614562261066551,0.202,0.184,1
"ENSMUSG00000058407.12",0.191047217282782,0.0613262965800825,0.34,0.302,1
"ENSMUSG00000074785.5",0.888413496926674,0.0613059507204059,0.134,0.13,1
"ENSMUSG00000027479.14",0.314420224916953,0.0611128033116635,0.309,0.285,1
"ENSMUSG00000059851.15",0.593112321799129,0.0610306009996271,0.055,0.048,1
"ENSMUSG00000017221.14",0.184259093501375,0.0608607427791212,0.11,0.088,1
"ENSMUSG00000024953.17",0.00895107268145551,0.0606917175640476,1,0.998,1
"ENSMUSG00000063316.13",0.226413200156532,0.0606827896626809,0.978,0.962,1
"ENSMUSG00000058240.14",0.481697204788749,0.0606453967379101,0.178,0.159,1
"ENSMUSG00000041754.5",0.185958910922519,0.0604962775035527,0.926,0.916,1
"ENSMUSG00000024776.18",0.370846627063299,0.0603329076143102,0.081,0.067,1
"ENSMUSG00000022521.10",0.734840531061056,0.0601901948049774,0.107,0.101,1
"ENSMUSG00000102712.1",0.0202836402038758,0.0600291741913959,0.781,0.73,1
"ENSMUSG00000030168.13",0.075041694503835,0.0599743303399074,0.132,0.099,1
"ENSMUSG00000022831.14",0.293494448534112,0.059843527772626,0.592,0.549,1
"ENSMUSG00000028447.11",0.758945967346066,0.0597600760981755,0.384,0.373,1
"ENSMUSG00000027206.13",0.203326456801934,0.0597123605882555,0.096,0.075,1
"ENSMUSG00000020794.13",0.804334611929116,0.0594182756252088,0.112,0.107,1
"ENSMUSG00000032518.6",0.467745135007059,0.0588841611923563,0.901,0.898,1
"ENSMUSG00000025351.14",0.558981767286833,0.058854532699111,0.829,0.823,1
"ENSMUSG00000002500.15",0.564504836194261,0.0586892975914601,0.07,0.062,1
"ENSMUSG00000004056.15",0.310708418033484,0.0581697217765522,0.094,0.077,1
"ENSMUSG00000097617.2",0.751245862219587,0.0580605050992387,0.112,0.107,1
"ENSMUSG00000047539.9",0.697147885500212,0.0578136493865564,0.059,0.054,1
"ENSMUSG00000059208.15",0.454335071460414,0.0573732247565741,0.311,0.288,1
"ENSMUSG00000020340.16",0.0588544682101774,0.0569699648518835,0.316,0.255,1
"ENSMUSG00000026393.10",0.766958757672556,0.0566573604736638,0.077,0.072,1
"ENSMUSG00000079658.9",0.58659023795396,0.0564103718785489,0.379,0.355,1
"ENSMUSG00000002897.5",0.59646137494904,0.0561858644296274,0.292,0.279,1
"ENSMUSG00000020594.14",0.118077402396526,0.0561638182136222,0.197,0.16,1
"ENSMUSG00000029064.15",0.232740782631202,0.0556781154311674,0.32,0.275,1
"ENSMUSG00000009995.17",0.851138872331865,0.0554368140281678,0.088,0.085,1
"ENSMUSG00000028703.14",0.666078920607972,0.0554368070166844,0.048,0.054,1
"ENSMUSG00000023048.13",0.373588078904641,0.0552316774139863,0.833,0.835,1
"ENSMUSG00000044221.14",0.761560407626122,0.0552213743613024,0.066,0.07,1
"ENSMUSG00000049751.6",0.209143317801896,0.0551398528119267,0.537,0.49,1
"ENSMUSG00000024974.10",0.471976849239879,0.0551392353361435,0.14,0.125,1
"ENSMUSG00000034290.9",0.961987861156764,0.0550800990361364,0.059,0.059,1
"ENSMUSG00000022552.16",0.4140121113736,0.0550041357943334,0.118,0.103,1
"ENSMUSG00000071561.2",0.00111750188577284,0.0549179470764649,1,1,1
"ENSMUSG00000020458.16",0.437514446169559,0.0548680249668825,0.263,0.241,1
"ENSMUSG00000037965.14",0.720298032736897,0.0540874496313792,0.097,0.091,1
"ENSMUSG00000025330.6",0.0175181197270375,0.0535636558429638,0.403,0.322,1
"ENSMUSG00000047045.17",0.375682577974924,0.0535614537986886,0.079,0.066,1
"ENSMUSG00000030034.12",0.194689700190089,0.0535414825489831,0.09,0.07,1
"ENSMUSG00000024300.17",0.351029124334253,0.0533512579791608,0.461,0.43,1
"ENSMUSG00000056071.12",5.65343728948088e-06,0.0531165331910604,1,1,0.111253992419694
"ENSMUSG00000030798.15",0.184134105122774,0.0531150909746134,0.643,0.59,1
"ENSMUSG00000097163.2",0.902549319819621,0.0529425284299156,0.164,0.166,1
"ENSMUSG00000015013.9",0.138034736244984,0.0527364390555742,0.533,0.479,1
"ENSMUSG00000007050.17",0.287503064525916,0.0525513487329548,0.081,0.065,1
"ENSMUSG00000029614.13",0.555960118566253,0.0524635074832758,0.963,0.953,1
"ENSMUSG00000025144.17",0.928045097603877,0.0523912151210709,0.248,0.249,1
"ENSMUSG00000118653.1",0.648567694523682,0.0522472732159911,0.324,0.301,1
"ENSMUSG00000046062.5",0.942276287391089,0.0521952365209499,0.184,0.182,1
"ENSMUSG00000071451.10",0.902772541389249,0.0521416854117285,0.064,0.063,1
"ENSMUSG00000025630.8",0.814369373084918,0.051842968846769,0.278,0.275,1
"ENSMUSG00000037722.8",0.0280973452650393,0.051838202689984,0.035,0.063,1
"ENSMUSG00000032436.17",0.201342707140966,0.0516193889142364,0.546,0.492,1
"ENSMUSG00000020783.14",0.405029858914977,0.0516043596188802,0.066,0.055,1
"ENSMUSG00000001962.8",0.4885643834625,0.0515082654550958,0.086,0.075,1
"ENSMUSG00000022890.13",0.116491634713987,0.0510741970889355,0.864,0.81,1
"ENSMUSG00000026922.13",0.323922485676937,0.0510358023836792,0.818,0.789,1
"ENSMUSG00000020224.15",0.0733220136194722,0.0509025317854244,0.222,0.175,1
"ENSMUSG00000039294.14",0.613344964783629,0.0506768246618456,0.156,0.144,1
"ENSMUSG00000062248.5",0.598241353960891,0.0506483819601971,0.384,0.36,1
"ENSMUSG00000034330.10",0.292824351631901,0.0503835212907902,0.164,0.14,1
"ENSMUSG00000022255.16",0.286799701856548,0.0501564561022196,0.208,0.182,1
"ENSMUSG00000070372.11",0.66899036399516,0.0499818662408734,0.52,0.51,1
"ENSMUSG00000026238.14",0.520001591987168,0.0497317431148838,0.684,0.669,1
"ENSMUSG00000021982.14",0.575373929566334,0.0495176890469859,0.127,0.116,1
"ENSMUSG00000041426.12",0.348283413166923,0.0491673415262124,0.09,0.075,1
"ENSMUSG00000028378.6",0.295868178125122,0.0489556883065509,0.215,0.187,1
"ENSMUSG00000017428.16",0.631150397114419,0.0488364709324536,0.184,0.173,1
"ENSMUSG00000021024.14",0.354945623090512,0.0488309722665585,0.531,0.483,1
"ENSMUSG00000018819.10",0.192994041745867,0.0485780689168971,0.873,0.86,1
"ENSMUSG00000091537.2",0.357062149473331,0.048403304798927,0.853,0.819,1
"ENSMUSG00000020530.14",0.1493498536977,0.04819230388938,0.377,0.331,1
"ENSMUSG00000029484.12",0.155971177061257,0.0481569837443709,0.941,0.927,1
"ENSMUSG00000107690.1",0.303394116756016,0.0480554363462407,0.294,0.264,1
"ENSMUSG00000020358.17",0.918541469740836,0.0479376262982414,0.176,0.175,1
"ENSMUSG00000107722.1",0.341547445388306,0.0470191992660181,0.057,0.045,1
"ENSMUSG00000058569.8",0.798375297544292,0.0470075880959639,0.268,0.266,1
"ENSMUSG00000027829.15",0.29892545782394,0.0468404851508477,0.217,0.192,1
"ENSMUSG00000069744.7",0.624220079743548,0.0465721775688681,0.767,0.761,1
"ENSMUSG00000026197.12",0.493472966107704,0.0465058660980021,0.318,0.29,1
"ENSMUSG00000027708.14",0.868399786592583,0.0463660040943394,0.085,0.082,1
"ENSMUSG00000041560.12",0.131300835474565,0.0462844276170012,0.504,0.447,1
"ENSMUSG00000025786.17",0.404526892396461,0.0460472225180555,0.32,0.296,1
"ENSMUSG00000024758.15",0.211897181136352,0.0458559135895604,0.594,0.53,1
"ENSMUSG00000084349.3",0.643473283327903,0.0455879207556027,0.129,0.12,1
"ENSMUSG00000062169.13",0.145655574437333,0.0455860937161606,0.34,0.293,1
"ENSMUSG00000098374.1",0.726411130353167,0.0454623500092937,0.151,0.145,1
"ENSMUSG00000029174.18",0.341713178050067,0.0454501339898172,0.079,0.065,1
"ENSMUSG00000059089.4",0.156807547336347,0.0453206231273273,0.244,0.204,1
"ENSMUSG00000079511.8",0.483378882724501,0.0453029172040966,0.18,0.162,1
"ENSMUSG00000009563.16",0.816037503585043,0.0452539009296666,0.081,0.077,1
"ENSMUSG00000021124.13",0.822345749276188,0.0448389971551033,0.237,0.239,1
"ENSMUSG00000056054.9",5.09926626812667e-05,0.0446932924362695,1,1,1
"ENSMUSG00000089911.4",0.336063065056975,0.044687516390389,0.228,0.201,1
"ENSMUSG00000026664.7",0.516003350634918,0.0437797017680224,0.151,0.136,1
"ENSMUSG00000078812.10",0.771545678743701,0.0431628762159437,0.855,0.835,1
"ENSMUSG00000000134.17",0.74359937911311,0.0430056046100353,0.053,0.057,1
"ENSMUSG00000014195.16",0.273946100203041,0.0425550806414368,0.235,0.207,1
"ENSMUSG00000041203.9",0.24569149510809,0.0424085695259204,0.529,0.478,1
"ENSMUSG00000025612.5",0.226659833735116,0.0420180535081878,0.103,0.083,1
"ENSMUSG00000018677.9",0.832672730809612,0.0412788384883545,0.057,0.054,1
"ENSMUSG00000032397.7",0.420156113698384,0.0411154769806545,0.044,0.054,1
"ENSMUSG00000075705.12",0.132882493024568,0.0409449194835099,0.996,0.982,1
"ENSMUSG00000027091.14",0.52970777697225,0.040889911031722,0.175,0.159,1
"ENSMUSG00000001025.8",0.546821174142508,0.0405488914966456,0.763,0.764,1
"ENSMUSG00000109865.1",0.653690548969341,0.0405220102993011,0.096,0.103,1
"ENSMUSG00000015189.12",0.316014008108129,0.0404809055958779,0.07,0.056,1
"ENSMUSG00000020109.13",0.498267576020406,0.0403860022973408,0.053,0.045,1
"ENSMUSG00000055531.12",0.75823067035115,0.0402591902533382,0.123,0.117,1
"ENSMUSG00000109105.1",0.699213139907053,0.0400927192794311,0.092,0.085,1
"ENSMUSG00000015839.6",0.397592580786648,0.0400576193373281,0.256,0.23,1
"ENSMUSG00000030788.16",0.406890379603726,0.0400459599465235,0.191,0.171,1
"ENSMUSG00000045636.16",0.145779010294045,0.0398828418382109,0.382,0.331,1
"ENSMUSG00000022365.6",0.387889317642349,0.0398802795429276,0.215,0.19,1
"ENSMUSG00000031799.10",0.899798227801619,0.0398576647583351,0.059,0.061,1
"ENSMUSG00000022024.10",0.213960354375882,0.0395946132064056,0.355,0.311,1
"ENSMUSG00000024160.16",0.833804489971383,0.0394971573883192,0.048,0.051,1
"ENSMUSG00000024217.10",0.341540384755704,0.0391563456267232,0.419,0.384,1
"ENSMUSG00000045098.19",0.677570670591223,0.0390342369994992,0.068,0.074,1
"ENSMUSG00000037349.9",0.840008226649772,0.0390136320802377,0.059,0.056,1
"ENSMUSG00000109324.2",0.325247841805041,0.0389470510321703,0.085,0.1,1
"ENSMUSG00000052337.15",0.438129883716194,0.0387168313327759,0.097,0.084,1
"ENSMUSG00000028466.15",0.380571674691413,0.0386686032080652,0.14,0.123,1
"ENSMUSG00000033701.13",0.199001640893,0.0384777574702913,0.351,0.3,1
"ENSMUSG00000035212.14",0.196198264562707,0.0378904313508728,0.118,0.094,1
"ENSMUSG00000020736.12",0.758294928238321,0.0378582921937389,0.167,0.16,1
"ENSMUSG00000018574.14",0.928383872792602,0.0377865255286487,0.09,0.092,1
"ENSMUSG00000032231.14",0.548367409027658,0.0375879638814598,0.875,0.872,1
"ENSMUSG00000038213.7",0.151208514425539,0.0375405297876052,0.129,0.102,1
"ENSMUSG00000054920.12",0.541789150561772,0.0375245946750318,0.059,0.051,1
"ENSMUSG00000044627.11",0.274697282042234,0.0372175889123565,0.43,0.387,1
"ENSMUSG00000024587.10",0.460416329003628,0.0366409040228732,0.156,0.139,1
"ENSMUSG00000028436.8",0.215048158589877,0.0365701259573277,0.23,0.198,1
"ENSMUSG00000069682.6",0.441978784139068,0.0365318139821473,0.43,0.405,1
"ENSMUSG00000010045.2",0.459366874924663,0.0357727972722817,0.055,0.046,1
"ENSMUSG00000035596.14",0.302974256883953,0.0354714336698321,0.303,0.268,1
"ENSMUSG00000024425.4",0.644570919074806,0.0352028781026344,0.517,0.487,1
"ENSMUSG00000022892.11",0.27766678680571,0.0351227121753614,0.298,0.262,1
"ENSMUSG00000030037.9",0.489556744553723,0.0349622324324348,0.18,0.162,1
"ENSMUSG00000071866.12",0.751478003166264,0.0348780151611283,0.938,0.926,1
"ENSMUSG00000024847.15",0.137249509120335,0.0347539173518142,0.461,0.401,1
"ENSMUSG00000025871.18",0.966913009026298,0.0344941312842497,0.094,0.094,1
"ENSMUSG00000030042.15",0.658560590891357,0.0344287720341176,0.18,0.171,1
"ENSMUSG00000044456.16",0.589950955457302,0.0343818053264542,0.153,0.141,1
"ENSMUSG00000020917.17",0.415426769030801,0.0343086626938081,0.158,0.14,1
"ENSMUSG00000018899.16",0.0734460710881482,0.034142653797451,0.103,0.074,1
"ENSMUSG00000038607.12",0.605995931549336,0.0335837262713932,0.48,0.459,1
"ENSMUSG00000039285.12",0.52049496423119,0.0334622310052874,0.149,0.135,1
"ENSMUSG00000022507.6",0.321605613000385,0.0329381470444052,0.088,0.073,1
"ENSMUSG00000027775.9",0.492935736527629,0.0325385473805899,0.061,0.052,1
"ENSMUSG00000059456.13",0.845413351930642,0.0324172119077475,0.149,0.144,1
"ENSMUSG00000024290.9",0.19463974356316,0.0323993603193707,0.375,0.323,1
"ENSMUSG00000033526.16",0.204265927750909,0.0321003113186396,0.186,0.156,1
"ENSMUSG00000041040.12",0.195041965120224,0.03200877566917,0.107,0.085,1
"ENSMUSG00000003039.9",0.645227425355299,0.0314148960444416,0.559,0.54,1
"ENSMUSG00000047084.8",0.44323177422386,0.0313788968148612,0.096,0.083,1
"ENSMUSG00000005803.14",0.315231753023196,0.0312185010970838,0.456,0.425,1
"ENSMUSG00000001774.8",0.419556170000234,0.0311805600551045,0.074,0.062,1
"ENSMUSG00000012848.15",0.981509857637799,0.0309986015222399,0.963,0.951,1
"ENSMUSG00000040345.10",0.252138620563672,0.030338471356774,0.557,0.515,1
"ENSMUSG00000032171.7",0.151127834817043,0.0301382634802461,0.186,0.152,1
"ENSMUSG00000090069.2",0.389101181918975,0.0297337714139454,0.068,0.056,1
"ENSMUSG00000052889.11",0.551141569668814,0.0295684054588545,0.215,0.198,1
"ENSMUSG00000033220.7",0.218163346661849,0.0294237382432385,0.994,0.993,1
"ENSMUSG00000006169.20",0.426415203490114,0.0293587500859582,0.239,0.213,1
"ENSMUSG00000026426.10",0.195138139919714,0.0287147973781661,0.099,0.077,1
"ENSMUSG00000062328.8",0.958217749391648,0.0286701055656575,0.972,0.981,1
"ENSMUSG00000034445.8",0.544762394226681,0.0278732265258337,0.165,0.15,1
"ENSMUSG00000000088.7",0.414241159279464,0.027792817341765,0.678,0.664,1
"ENSMUSG00000046822.14",0.613260991219541,0.0276950044957824,0.068,0.061,1
"ENSMUSG00000051695.6",0.32848495450845,0.0276809380587149,0.45,0.403,1
"ENSMUSG00000025154.15",0.854462420817157,0.0271748892396357,0.061,0.063,1
"ENSMUSG00000008140.18",0.481067709635705,0.0270270250848674,0.118,0.103,1
"ENSMUSG00000040824.3",0.200896344311629,0.0267651798639333,0.362,0.315,1
"ENSMUSG00000025161.16",0.498100466104891,0.0264287615659176,0.233,0.215,1
"ENSMUSG00000045128.9",0.335591510821636,0.026205618113091,0.991,0.987,1
"ENSMUSG00000033186.9",0.62088242485887,0.0260350609080313,0.096,0.088,1
"ENSMUSG00000000827.18",0.805874512864225,0.0259885732231074,0.311,0.303,1
"ENSMUSG00000025236.11",0.271587344743184,0.0259249119317702,0.893,0.878,1
"ENSMUSG00000071533.11",0.838910589859311,0.025922577049085,0.178,0.173,1
"ENSMUSG00000014748.13",0.403359985946655,0.0258356213176745,0.125,0.11,1
"ENSMUSG00000002748.7",0.825257363532398,0.0258229382410544,0.062,0.059,1
"ENSMUSG00000039218.17",0.650566543653342,0.025689680129339,0.342,0.325,1
"ENSMUSG00000051355.18",0.618557902308908,0.0250572601985752,0.404,0.388,1
"ENSMUSG00000015363.13",0.194297409426783,0.0246279695630702,0.193,0.16,1
"ENSMUSG00000002052.6",0.958703077707755,0.0245437419075549,0.053,0.054,1
"ENSMUSG00000096006.1",0.412037934872955,0.0244907185403114,0.199,0.181,1
"ENSMUSG00000021785.8",0.749552247162312,0.0244690345973582,0.077,0.072,1
"ENSMUSG00000086841.1",0.628291635458911,0.0241364501068871,0.346,0.331,1
"ENSMUSG00000021131.14",0.756000768936746,0.0240906629776703,0.32,0.33,1
"ENSMUSG00000019873.8",0.160588622192277,0.02324531147097,0.438,0.388,1
"ENSMUSG00000023973.13",0.389451637209056,0.0228631512457342,0.097,0.083,1
"ENSMUSG00000038546.9",0.229163478776495,0.0225198671010665,0.118,0.095,1
"ENSMUSG00000015092.9",0.18349620685364,0.022435338294625,0.533,0.465,1
"ENSMUSG00000032253.13",0.346413177127944,0.0224291557418943,0.204,0.178,1
"ENSMUSG00000036552.19",0.439191715789785,0.0222333971986752,0.09,0.104,1
"ENSMUSG00000018286.6",0.303031126562311,0.0221442319269161,0.539,0.487,1
"ENSMUSG00000023277.13",0.950762827784737,0.0219635948673907,0.649,0.615,1
"ENSMUSG00000007892.8",0.541900604183721,0.0218608263074724,0.866,0.857,1
"ENSMUSG00000029178.14",0.595585147593518,0.0207442330049261,0.119,0.11,1
"ENSMUSG00000059182.7",0.660761960099115,0.0205411306673948,0.564,0.535,1
"ENSMUSG00000031827.13",0.51067688820724,0.0203873621831248,0.943,0.932,1
"ENSMUSG00000024991.8",0.760253719840602,0.0203544612880981,0.121,0.114,1
"ENSMUSG00000043794.8",0.680169581843312,0.0203110582634296,0.057,0.052,1
"ENSMUSG00000045427.13",0.118443997331676,0.0199144687460331,0.191,0.154,1
"ENSMUSG00000057440.8",0.71028514265028,0.019600054097022,0.134,0.128,1
"ENSMUSG00000024018.18",0.538021047260458,0.0195510817791491,0.143,0.131,1
"ENSMUSG00000031158.11",0.271252897387295,0.0192870860317012,0.226,0.194,1
"ENSMUSG00000053063.11",0.495195037965304,0.0192193299435162,0.835,0.811,1
"ENSMUSG00000028057.14",0.471035423855741,0.0186688700276214,0.167,0.15,1
"ENSMUSG00000013701.13",0.730548099825949,0.0186537650751604,0.217,0.208,1
"ENSMUSG00000022961.18",0.252975661196167,0.0185181779045823,0.638,0.578,1
"ENSMUSG00000060860.8",0.679992505384408,0.0182416565881667,0.335,0.312,1
"ENSMUSG00000031722.10",0.44926871299134,0.0179954842227739,0.989,0.99,1
"ENSMUSG00000022089.9",0.698021798210703,0.0179065595168913,0.498,0.479,1
"ENSMUSG00000032359.14",0.318630370706202,0.0178940470138416,0.333,0.303,1
"ENSMUSG00000066151.12",0.338511558431393,0.0175814502951859,0.083,0.068,1
"ENSMUSG00000031232.17",0.513010477644308,0.0173986990268258,0.059,0.051,1
"ENSMUSG00000073412.6",0.525718884093805,0.0173583446475258,0.96,0.949,1
"ENSMUSG00000022956.11",0.749612440351469,0.0173582179307866,0.581,0.547,1
"ENSMUSG00000020671.9",0.398566698638963,0.0173223942799812,0.228,0.207,1
"ENSMUSG00000037958.13",0.646887793963993,0.0172382178037906,0.16,0.148,1
"ENSMUSG00000030970.16",0.976930990970125,0.0171465466072749,0.053,0.054,1
"ENSMUSG00000031728.10",0.650587926573114,0.0170738345726851,0.059,0.053,1
"ENSMUSG00000014077.13",0.444607214651008,0.0169296821214783,0.311,0.281,1
"ENSMUSG00000045302.13",0.476619542605911,0.0164084108694706,0.108,0.12,1
"ENSMUSG00000028271.9",0.286680148286489,0.0162572071520559,0.296,0.258,1
"ENSMUSG00000059657.5",0.0499082232912438,0.0161770336389271,0.998,0.999,1
"ENSMUSG00000015837.15",0.784929547397186,0.0159228218212621,0.195,0.189,1
"ENSMUSG00000059316.2",0.433307250834599,0.0156647332974021,0.349,0.33,1
"ENSMUSG00000029922.15",0.3426084115003,0.0154974926965554,0.586,0.54,1
"ENSMUSG00000032398.7",0.89951194415384,0.0151717839811402,0.496,0.481,1
"ENSMUSG00000022253.15",0.656750789657508,0.0150881309886874,0.053,0.059,1
"ENSMUSG00000022902.8",0.293190960734441,0.0148404883199023,1,0.999,1
"ENSMUSG00000034707.7",0.765709851464751,0.0148356297095522,0.05,0.046,1
"ENSMUSG00000023919.8",0.79189413890612,0.0148068985673455,0.092,0.088,1
"ENSMUSG00000020863.15",0.149068780132145,0.0147569105683085,0.165,0.134,1
"ENSMUSG00000052707.8",0.461900695476019,0.014560055140092,0.085,0.073,1
"ENSMUSG00000021076.6",0.508280212358459,0.014449736544309,0.298,0.278,1
"ENSMUSG00000032249.14",0.955413690619421,0.0143567386169623,0.676,0.676,1
"ENSMUSG00000018189.12",0.0456616352324682,0.0141775655894449,0.261,0.207,1
"ENSMUSG00000031353.13",0.865851840219464,0.0141435792056184,0.083,0.085,1
"ENSMUSG00000030706.17",0.374504604249505,0.0140113154143457,0.248,0.224,1
"ENSMUSG00000010517.7",0.179455061700167,0.0137838563817416,0.099,0.076,1
